,Date,Hour,Offense Type,Beat,Premise,Type,Suffix,Offenses,address
4129,01/04/2018,13,Theft,18F60,Residence or House,-,-,1,"7500 BARBERTON DR,Houston, TX"
4130,01/04/2018,14,Robbery,18F60,Grocery Store or Supermarket Parking Lot,DR,-,1,"6700 DE MOSS,Houston, TX"
4131,01/04/2018,16,Aggravated Assault,18F60,"Road, Street, or Sidewalk",-,-,1,"6500 HARBOR TOWN DR,Houston, TX"
4132,01/04/2018,19,Burglary,18F60,Residence or House,-,-,1,"7600 BASIL LN,Houston, TX"
4133,01/05/2018,22,Burglary,18F60,Apartment,-,-,1,"7200 CORPORATE DR,Houston, TX"
4134,01/05/2018,20,Burglary,18F60,Apartment,-,-,1,"10300 HARWIN DRIVE,Houston, TX"
4135,01/05/2018,18,Burglary,18F60,"Hotel, Motel, Inn, Etc.",ST,-,1,"9000 SOUTHWEST,Houston, TX"
4136,01/05/2018,20,AutoTheft,18F60,"Road, Street, or Sidewalk",RD,-,1,"5800 FONDREN RD,Houston, TX"
4137,01/05/2018,5,Burglary,18F60,Restaurant or Cafeteria Parking Lot,BLVD,-,1,"8200 BELLAIRE,Houston, TX"
4138,01/06/2018,0,Theft,18F60,Convenience Store Parking Lot,-,-,1,"9900 HARWIN DR,Houston, TX"
4139,01/06/2018,1,Theft,18F60,Apartment,BLVD,-,1,"7900 BELLAIRE BLVD,Houston, TX"
4140,01/06/2018,2,Robbery,18F60,Apartment Parking Lot,RD,-,1,"6400 S GESSNER RD,Houston, TX"
4141,01/06/2018,7,Theft,18F60,Residence or House,-,-,1,"9600 HENDON LN,Houston, TX"
4142,01/06/2018,11,Theft,18F60,Apartment Parking Lot,RD,-,1,"6000 S GESSNER RD,Houston, TX"
4143,01/07/2018,9,Theft,18F60,Residence or House,ST,-,1,"9500 BEECHNUT ST,Houston, TX"
4144,01/07/2018,11,Theft,18F60,Apartment Parking Lot,-,-,1,"6500 PO BOX 771193,Houston, TX"
4145,01/07/2018,5,Burglary,18F60,Drug Store or Medical Supply,ST,-,1,"9100 SOUTHWEST,Houston, TX"
4146,01/07/2018,13,Burglary,18F60,Garage or Carport,-,-,1,"9100 SHARPVIEW DRIVE,Houston, TX"
4147,01/07/2018,21,Aggravated Assault,18F60,"Road, Street, or Sidewalk",-,-,1,"7500 BISSONNET ST APT 1208,Houston, TX"
4148,01/08/2018,14,Theft,18F60,Service or Gas Station,BLVD,-,1,"7700 BELLAIRE,Houston, TX"
4149,01/09/2018,16,Theft,18F60,Miscellaneous Business (Non-Specific),LN,-,1,"8300 SANDY GLEN,Houston, TX"
4150,01/11/2018,18,Burglary,18F60,Condominium,ST,-,1,"17000 DUSTYMILL DR EAST,Houston, TX"
4151,01/11/2018,8,Theft,18F60,Miscellaneous Business (Non-Specific),RD,S,1,"8000 GESSNER,Houston, TX"
4152,01/11/2018,11,Theft,18F60,Convenience Store,BLVD,-,1,"7700 BELLAIRE,Houston, TX"
4153,01/11/2018,13,Theft,18F60,Apartment,-,-,1,"8100 SANDS POINT DR,Houston, TX"
4154,01/11/2018,12,Robbery,18F60,Car Wash,-,-,1,"9300 HARWIN DR,Houston, TX"
4155,01/11/2018,3,Burglary,18F60,Apartment,BLVD,-,1,"8100 BELLAIRE BLVD,Houston, TX"
4156,01/12/2018,7,AutoTheft,18F60,Apartment Parking Lot,-,-,1,"6500 HARBOR TOWN DR,Houston, TX"
4157,01/12/2018,10,Theft,18F60,Apartment Parking Lot,RD,-,1,"6500 S GESSNER RD,Houston, TX"
4158,01/12/2018,10,AutoTheft,18F60,Apartment Parking Lot,-,-,1,"8100 BELLAIRE APT.,Houston, TX"
4159,01/12/2018,12,Theft,18F60,Convenience Store Parking Lot,ST,-,1,"8600 BEECHNUT ST,Houston, TX"
4160,01/12/2018,16,Murder,18F60,Check Cashing Places,ST,-,1,"8900 BEECHNUT ST,Houston, TX"
4161,01/12/2018,18,Robbery,18F60,"Road, Street, or Sidewalk",ST,-,1,"9500 BEECHNUT ST,Houston, TX"
4162,01/13/2018,21,Aggravated Assault,18F60,Apartment Parking Lot,-,-,1,"7900 PRESTWOOD DR,Houston, TX"
4163,01/13/2018,13,Theft,18F60,Bar or Night Club Parking Lot,-,-,1,"8300 SOUTHWEST FWY OB,Houston, TX"
4164,01/13/2018,11,AutoTheft,18F60,Apartment Parking Lot,-,-,1,"8300 SANDS POINT DR,Houston, TX"
4165,01/14/2018,0,Aggravated Assault,18F60,Residence or House,BLVD,-,2,"14000 ELLA,Houston, TX"
4166,01/14/2018,23,Aggravated Assault,18F60,Apartment,ST,-,1,"9500 BEECHNUT ST,Houston, TX"
4167,01/15/2018,2,Burglary,18F60,Apartment,-,-,1,"7200 S GESSNER RD 141,Houston, TX"
4168,01/15/2018,11,AutoTheft,18F60,Apartment Parking Lot,-,-,1,"8300 SANDS POINT DR,Houston, TX"
4169,01/15/2018,16,Aggravated Assault,18F60,Residence or House,ST,-,1,"800 MANSFIELD,Houston, TX"
4170,01/15/2018,22,AutoTheft,18F60,"Road, Street, or Sidewalk",ST,-,1,"8300 HAZEN ST,Houston, TX"
4171,01/16/2018,13,Theft,18F60,Hotel or Motel Parking Lot,-,-,1,"9000 SOUTHWEST FWY OB,Houston, TX"
4172,01/17/2018,22,Theft,18F60,Commercial Parking Lot or Garage,DR,-,1,"10600 SHARPVIEW,Houston, TX"
4173,01/17/2018,16,Burglary,18F60,Apartment,RD,-,1,"5800 FONDREN RD,Houston, TX"
4174,01/17/2018,10,AutoTheft,18F60,Restaurant or Cafeteria Parking Lot,-,-,1,"9000 SOUTHWEST FWY OB,Houston, TX"
4175,01/19/2018,15,Theft,18F60,Restaurant or Cafeteria Parking Lot,-,-,1,"9500 ELLA LEE LANE,Houston, TX"
4176,01/20/2018,3,Aggravated Assault,18F60,"Road, Street, or Sidewalk",BLVD,-,1,"8100 BELLAIRE BLVD,Houston, TX"
4177,01/20/2018,21,Robbery,18F60,"Road, Street, or Sidewalk",RD,-,1,"7500 S GESSNER RD,Houston, TX"
4178,01/20/2018,19,Aggravated Assault,18F60,Apartment,RD,-,1,"6000 S GESSNER RD,Houston, TX"
4179,01/20/2018,16,Burglary,18F60,Apartment,-,-,1,"6500 HARBOR TOWN DR,Houston, TX"
4180,01/20/2018,15,Theft,18F60,Other Parking Lot,-,-,1,"6800 HARBOR TOWN DR,Houston, TX"
4181,01/20/2018,14,Theft,18F60,Commercial Parking Lot or Garage,-,-,1,"9400 HARWIN DR,Houston, TX"
4182,01/21/2018,12,AutoTheft,18F60,"Road, Street, or Sidewalk",ST,-,2,"8700 HAZEN ST,Houston, TX"
4183,01/21/2018,11,Theft,18F60,Apartment Parking Lot,RD,-,1,"7500 S GESSNER RD,Houston, TX"
4184,01/21/2018,11,Theft,18F60,"Road, Street, or Sidewalk",-,-,1,"7900 LA ROCHE LN,Houston, TX"
4185,01/21/2018,10,Theft,18F60,Apartment Parking Lot,RD,-,1,"7600 S GESSNER RD,Houston, TX"
4186,01/21/2018,7,Theft,18F60,Other Parking Lot,-,-,1,"8300 LA ROCHE LN,Houston, TX"
