,Date,Hour,Offense Type,Beat,Premise,Type,Suffix,Offenses,address
1339,01/25/2018,9,Aggravated Assault,12D70,Condominium,-,-,1,"6600 AVENUE P,Houston, TX"
1340,01/25/2018,20,Theft,12D70,Department or Discount Store,ST,-,1,"13300 GARDNERVILLE,Houston, TX"
1341,01/25/2018,19,Theft,12D70,"Gym, Recreat, Club House, Indoor Pool",RD,-,1,"14600 GALVESTON RD,Houston, TX"
1342,01/25/2018,20,Burglary,12D70,Apartment,-,-,1,"19100 GLENWEST DR,Houston, TX"
1343,01/26/2018,14,Theft,12D70,Department or Discount Store,-,-,1,"16200 DIANA LN 311A,Houston, TX"
1344,01/26/2018,15,Theft,12D70,Department or Discount Store,-,-,1,"1100 BAYBROOK MALL,Houston, TX"
1345,01/26/2018,22,Robbery,12D70,Mall Parking Lot,-,-,1,"500 BAYBROOK MALL,Houston, TX"
1346,01/27/2018,4,Theft,12D70,Apartment,BLVD,-,1,"200 EL DORADO BLVD,Houston, TX"
1347,01/27/2018,3,Theft,12D70,Driveway,-,-,1,"300 ELDERVISTA DR,Houston, TX"
1348,01/27/2018,14,Theft,12D70,Driveway,-,-,1,"400 WOODRAIL,Houston, TX"
1349,01/28/2018,2,Burglary,12D70,Department or Discount Store,-,-,1,"3700 LUELLA BLVD APT 301,Houston, TX"
1350,01/28/2018,8,Theft,12D70,Apartment,BLVD,-,1,"500 EL DORADO,Houston, TX"
1351,01/28/2018,15,Theft,12D70,Department or Discount Store,-,-,1,"1100 BAYBROOK MALL,Houston, TX"
1352,01/29/2018,15,Theft,12D70,Clothing Store,-,-,1,"500 BAYBROOK MALL,Houston, TX"
1353,01/29/2018,16,Theft,12D70,Clothing Store,-,-,1,"500 BAYBROOK MALL,Houston, TX"
1354,01/29/2018,13,Theft,12D70,Grocery Store or Supermarket Parking Lot,BLVD,-,1,"500 EL DORADO BLVD,Houston, TX"
1355,01/29/2018,20,Robbery,12D70,Mall Parking Lot,LN,-,1,"2500 ALEXANDER,Houston, TX"
1356,01/30/2018,15,Theft,12D70,Department or Discount Store,FWY,-,1,"18100 GULF,Houston, TX"
1357,01/30/2018,12,Theft,12D70,Department or Discount Store,FWY,-,1,"18100 GULF,Houston, TX"
1358,01/30/2018,11,Theft,12D70,Specialty Store (Non-Specific),-,-,1,"500 BAYBROOK MALL,Houston, TX"
1359,01/01/2018,22,Theft,13D10,Service or Gas Station,DR,-,1,"6100 LONG,Houston, TX"
1360,01/01/2018,3,Burglary,13D10,Apartment,ST,-,1,"5600 CHAFFIN ST,Houston, TX"
1361,01/02/2018,13,Robbery,13D10,Grocery Store or Supermarket,-,-,1,"17700 WAYFOREST DR APT 320,Houston, TX"
1362,01/02/2018,20,Theft,13D10,Commercial Parking Lot or Garage,-,-,1,"2900 S WAYSIDE DR,Houston, TX"
1363,01/02/2018,19,Burglary,13D10,Residence or House,RD,-,1,"6200 GRIGGS RD,Houston, TX"
1364,01/02/2018,8,Burglary,13D10,Fire Station,DR,-,1,"7100 DIXIE,Houston, TX"
1365,01/02/2018,8,Burglary,13D10,Restaurant or Cafeteria,ST,-,1,"7700 LEONORA,Houston, TX"
1366,01/03/2018,19,Robbery,13D10,Restaurant or Cafeteria Parking Lot,-,-,1,"10200 CHALLENGER 7 DRIVE APT,Houston, TX"
1367,01/03/2018,21,Theft,13D10,Residence or House,ST,-,1,"3700 BROCK ST,Houston, TX"
1368,01/03/2018,14,AutoTheft,13D10,Miscellaneous Business (Non-Specific),-,S,1,"6800 LOOP,Houston, TX"
1369,01/03/2018,15,AutoTheft,13D10,Driveway,ST,-,1,"7500 BRADFORD ST,Houston, TX"
1370,01/03/2018,0,Theft,13D10,"Road, Street, or Sidewalk",-,-,1,"7000 GULF FWY OB,Houston, TX"
1371,01/03/2018,7,AutoTheft,13D10,Apartment Parking Lot,-,-,1,"100 WINKLER DR,Houston, TX"
1372,01/04/2018,12,Theft,13D10,Restaurant or Cafeteria Parking Lot,-,-,1,"2800 WOODRIDGE DR,Houston, TX"
1373,01/04/2018,11,AutoTheft,13D10,Strip Business Center Parking Lot,-,-,1,"6800 GULF FWY OB,Houston, TX"
1374,01/04/2018,8,Theft,13D10,"Other, Unknown, or Not Listed",-,-,1,"8700 PATTIBOB,Houston, TX"
1375,01/04/2018,18,Theft,13D10,Other Parking Lot,ST,-,1,"1600 SAN JACINTO,Houston, TX"
1376,01/04/2018,19,Theft,13D10,Specialty Store (Non-Specific),-,-,1,"1400 GULFGATE CENTER MALL,Houston, TX"
1377,01/04/2018,17,Theft,13D10,"Other, Unknown, or Not Listed",-,-,1,"1600 SAN JACINTO,Houston, TX"
1378,01/04/2018,17,Theft,13D10,"Other, Unknown, or Not Listed",ST,-,2,"1600 SAN JACINTO,Houston, TX"
1379,01/05/2018,22,Theft,13D10,Convenience Store,-,S,1,"6100 LOOP,Houston, TX"
1380,01/05/2018,18,Theft,13D10,Residence or House,-,-,1,"7100 VILLAGE WAY,Houston, TX"
1381,01/05/2018,20,AutoTheft,13D10,Restaurant or Cafeteria Parking Lot,DR,-,1,"400 CEDAR POINT,Houston, TX"
1382,01/05/2018,15,Theft,13D10,"Road, Street, or Sidewalk",RD,-,1,"7700 PORTWOOD,Houston, TX"
1383,01/05/2018,14,Theft,13D10,"Electronics Store, Electrical Supplies",-,-,1,"100 GULFGATE CENTER MALL,Houston, TX"
1384,01/05/2018,5,Burglary,13D10,"Laundry, Dry Cleaners, Washaterias",RD,-,1,"3800 TELEPHONE,Houston, TX"
1385,01/05/2018,5,Burglary,13D10,Warehouse,ST,-,1,"5700 NORTHDALE,Houston, TX"
1386,01/05/2018,9,Theft,13D10,Commercial Parking Lot or Garage,-,-,1,"6800 GULF FWY OB,Houston, TX"
1387,01/05/2018,13,Theft,13D10,"Road, Street, or Sidewalk",LN,-,1,"8300 CATALINA,Houston, TX"
1388,01/05/2018,11,Theft,13D10,Service or Gas Station,-,S,1,"6100 LOOP,Houston, TX"
1389,01/06/2018,12,Theft,13D10,Other Parking Lot,-,-,1,"5100 ALLENDALE RD UNIT 304,Houston, TX"
1390,01/06/2018,23,Robbery,13D10,Convenience Store Parking Lot,RD,-,1,"4300 TELEPHONE,Houston, TX"
1391,01/06/2018,23,Robbery,13D10,Other Parking Lot,RD,-,1,"4300 TELEPHONE RD,Houston, TX"
1392,01/07/2018,0,Theft,13D10,Service or Gas Station,RD,-,1,"5400 TELEPHONE,Houston, TX"
1393,01/07/2018,2,Robbery,13D10,Grocery Store or Supermarket Parking Lot,-,-,1,"3100 WOODRIDGE DR,Houston, TX"
1394,01/07/2018,3,Robbery,13D10,Apartment Parking Lot,ST,-,1,"2600 BEATTY,Houston, TX"
1395,01/08/2018,0,AutoTheft,13D10,"Road, Street, or Sidewalk",-,-,1,"7400 SOUTHWAY DR,Houston, TX"
1396,01/08/2018,4,Burglary,13D10,Miscellaneous Business (Non-Specific),RD,-,1,"5000 TELEPHONE,Houston, TX"
1397,01/08/2018,19,Theft,13D10,Apartment Parking Lot,-,-,1,"7100 VILLAGE WAY,Houston, TX"
1398,01/08/2018,8,Burglary,13D10,Commercial Building,RD,-,1,"4100 TELEPHONE,Houston, TX"
1399,01/08/2018,6,Burglary,13D10,Commercial Building,RD,-,1,"3300 TELEPHONE,Houston, TX"
1400,01/09/2018,23,Theft,13D10,Convenience Store,RD,-,1,"5400 TELEPHONE,Houston, TX"
1401,01/09/2018,22,Aggravated Assault,13D10,Residence or House,ST,-,2,"7000 GOLFWAY ST,Houston, TX"
1402,01/09/2018,21,Robbery,13D10,"Road, Street, or Sidewalk",ST,-,1,"2600 BEATTY ST,Houston, TX"
1403,01/09/2018,16,AutoTheft,13D10,Vehicle/Auto Sales/Lease/Auto Parts Store,FWY,-,1,"7200 GULF,Houston, TX"
1404,01/09/2018,16,Theft,13D10,Restaurant or Cafeteria Parking Lot,-,-,1,"7000 GULF FWY OB,Houston, TX"
1405,01/09/2018,11,Theft,13D10,Other Parking Lot,ST,-,1,"1600 SAN JACINTO,Houston, TX"
1406,01/09/2018,11,Theft,13D10,Restaurant or Cafeteria Parking Lot,RD,-,1,"5400 TELEPHONE RD,Houston, TX"
1407,01/09/2018,8,Burglary,13D10,Commercial Building,ST,-,1,"5700 RANSOM,Houston, TX"
1408,01/09/2018,8,Burglary,13D10,Commercial Building,-,S,1,"6100 LOOP,Houston, TX"
1409,01/09/2018,6,Robbery,13D10,Restaurant or Cafeteria Parking Lot,-,-,1,"6800 GULF FWY OB,Houston, TX"
1410,01/09/2018,9,Theft,13D10,Construction Site,-,-,1,"3800 MILAM,Houston, TX"
1411,01/10/2018,3,Burglary,13D10,Specialty Store (Non-Specific),RD,-,1,"5000 TELEPHONE,Houston, TX"
1412,01/10/2018,8,Burglary,13D10,Residence or House,-,-,1,"7700 MCHENRY,Houston, TX"
1413,01/10/2018,13,Theft,13D10,Service or Gas Station,-,-,1,"5900 SOUTHLARK,Houston, TX"
1414,01/10/2018,12,Theft,13D10,Residence or House,-,-,1,"3600 TRAILWOOD DR,Houston, TX"
1415,01/11/2018,19,Theft,13D10,Service or Gas Station,-,-,1,"6100 S LOOP E,Houston, TX"
1416,01/11/2018,14,Robbery,13D10,Convenience Store,DR,S,1,"2400 WAYSIDE,Houston, TX"
1417,01/11/2018,4,Theft,13D10,Convenience Store,-,S,1,"6100 LOOP,Houston, TX"
1418,01/11/2018,10,Burglary,13D10,Office Building,RD,-,1,"3300 TELEPHONE,Houston, TX"
1419,01/11/2018,9,Burglary,13D10,Miscellaneous Business (Non-Specific),FWY,-,1,"6800 GULF,Houston, TX"
1420,01/11/2018,12,Theft,13D10,Apartment Parking Lot,ST,-,1,"5700 CHAFFIN ST,Houston, TX"
1421,01/12/2018,0,Theft,13D10,Service or Gas Station,-,S,1,"6100 LOOP,Houston, TX"
1422,01/12/2018,7,Theft,13D10,Convenience Store,DR,-,1,"6100 LONG,Houston, TX"
1423,01/12/2018,14,Theft,13D10,Residence or House,-,-,1,"2900 LIPSCOMB,Houston, TX"
1424,01/12/2018,22,Burglary,13D10,Miscellaneous Business (Non-Specific),DR,-,1,"7500 PLUM CREEK,Houston, TX"
1425,01/14/2018,13,Theft,13D10,Department or Discount Store,RD,-,1,"3300 TELEPHONE,Houston, TX"
1426,01/14/2018,10,Theft,13D10,Apartment Parking Lot,-,S,1,"6900 LOOP EAST FREEWAY APT 7,Houston, TX"
1427,01/14/2018,0,Theft,13D10,Apartment,-,-,1,"6900 S LOOP E,Houston, TX"
1428,01/14/2018,0,Robbery,13D10,Other Parking Lot,RD,-,1,"6100 GRIGGS RD,Houston, TX"
1429,01/15/2018,23,Theft,13D10,Service or Gas Station,-,-,1,"2600 BEATTY ST APT 238,Houston, TX"
1430,01/15/2018,17,Burglary,13D10,Commercial Building,ST,-,1,"5700 NORTHDALE,Houston, TX"
1431,01/15/2018,16,Theft,13D10,Apartment Parking Lot,-,-,1,"7100 VILLAGE WAY,Houston, TX"
1432,01/15/2018,4,AutoTheft,13D10,Apartment Parking Lot,-,-,1,"5100 IRVING WAY,Houston, TX"
1433,01/15/2018,8,AutoTheft,13D10,Apartment Parking Lot,-,-,1,"7400 SOUTHWAY DR,Houston, TX"
1434,01/17/2018,19,Burglary,13D10,Service or Gas Station,-,S,1,"6100 LOOP,Houston, TX"
1435,01/18/2018,20,Theft,13D10,Apartment,BLVD,-,1,"7500 PARK PLACE BLVD,Houston, TX"
1436,01/18/2018,11,Theft,13D10,Restaurant or Cafeteria Parking Lot,RD,-,1,"4300 TELEPHONE RD,Houston, TX"
1437,01/20/2018,8,Aggravated Assault,13D10,Apartment,-,-,1,"6600 FAIRWAY DR,Houston, TX"
1438,01/20/2018,7,Aggravated Assault,13D10,"Road, Street, or Sidewalk",ST,-,1,"3100 BROAD ST,Houston, TX"
1439,01/21/2018,15,Robbery,13D10,Strip Business Center Parking Lot,RD,S,1,"3900 MASON,Houston, TX"
1440,01/22/2018,2,Aggravated Assault,13D10,Highway or Freeway,-,-,1,"7200 S IH 45 FWY OB,Houston, TX"
1441,01/22/2018,2,Burglary,13D10,Vehicle/Auto Sales/Lease/Auto Parts Store,RD,-,1,"4400 TELEPHONE,Houston, TX"
1442,01/22/2018,18,Theft,13D10,Service or Gas Station,-,-,1,"7300 LONG DR,Houston, TX"
1443,01/22/2018,15,Robbery,13D10,"Road, Street, or Sidewalk",-,-,1,"5000 KILKENNY DRIVE,Houston, TX"
1444,01/22/2018,23,Aggravated Assault,13D10,Apartment Parking Lot,-,-,1,"6000 TELEPHONE RD APT,Houston, TX"
1445,01/23/2018,18,Theft,13D10,Service or Gas Station,RD,-,1,"7300 IWO JIMA,Houston, TX"
1446,01/23/2018,21,Rape,13D10,Residence or House,BLVD,-,1,"6200 PINEWAY BLVD,Houston, TX"
1447,01/24/2018,16,Theft,13D10,Service or Gas Station,RD,-,1,"5400 TELEPHONE RD,Houston, TX"
1448,01/24/2018,14,Theft,13D10,Vehicle/Auto Sales/Lease/Auto Parts Store,FWY,-,1,"7200 GULF,Houston, TX"
1449,01/24/2018,6,AutoTheft,13D10,Apartment Parking Lot,ST,-,1,"2700 BEATTY ST,Houston, TX"
1450,01/24/2018,10,Theft,13D10,Apartment Parking Lot,RD,-,1,"3800 TELEPHONE RD,Houston, TX"
1451,01/24/2018,20,Theft,13D10,Apartment,WAY,-,1,"7100 VILLAGE,Houston, TX"
1452,01/25/2018,14,Robbery,13D10,Warehouse,ST,-,1,"4100 DUVAL,Houston, TX"
1453,01/25/2018,15,Aggravated Assault,13D10,Apartment,-,-,2,"6100 S LOOP E,Houston, TX"
1454,01/25/2018,19,Theft,13D10,Strip Business Center Parking Lot,-,-,1,"11000 SEVEN MILE LANE,Houston, TX"
1455,01/25/2018,20,Theft,13D10,Convenience Store,RD,-,1,"5400 TELEPHONE,Houston, TX"
1456,01/26/2018,7,Theft,13D10,Apartment Parking Lot,-,-,1,"2900 PLUM CREEK LN,Houston, TX"
1457,01/26/2018,15,Theft,13D10,Apartment Parking Lot,-,-,1,"100 WINKLER DR,Houston, TX"
1458,01/26/2018,23,Aggravated Assault,13D10,Restaurant or Cafeteria Parking Lot,DR,-,1,"5900 HARBROOK,Houston, TX"
1459,01/26/2018,19,Burglary,13D10,Apartment,-,-,1,"7100 VILLAGE WAY,Houston, TX"
1460,01/27/2018,0,Theft,13D10,Service or Gas Station,-,S,1,"6100 LOOP,Houston, TX"
1461,01/27/2018,8,Theft,13D10,Residence or House,RD,-,1,"3800 TELEPHONE RD,Houston, TX"
1462,01/27/2018,22,Robbery,13D10,Apartment Parking Lot,-,-,1,"100 WINKLER DR,Houston, TX"
1463,01/28/2018,1,Theft,13D10,Service or Gas Station,-,S,1,"6100 LOOP,Houston, TX"
1464,01/29/2018,23,Theft,13D10,Service or Gas Station,DR,-,1,"6100 LONG,Houston, TX"
1465,01/29/2018,13,Theft,13D10,Other Parking Lot,-,-,1,"6800 GULF FWY OB,Houston, TX"
1466,01/29/2018,15,Theft,13D10,Apartment Parking Lot,RD,-,1,"3800 TELEPHONE RD,Houston, TX"
1467,01/29/2018,15,Theft,13D10,Clothing Store,-,-,1,"500 GULFGATE CENTER MALL,Houston, TX"
1468,01/29/2018,11,AutoTheft,13D10,Restaurant or Cafeteria Parking Lot,RD,-,1,"3200 TELEPHONE RD,Houston, TX"
1469,01/29/2018,5,Burglary,13D10,Apartment,-,-,1,"6100 LONG DR,Houston, TX"
1470,01/29/2018,7,Theft,13D10,Commercial Parking Lot or Garage,-,-,1,"4300 S WAYSIDE DR,Houston, TX"
1471,01/30/2018,19,Robbery,13D10,Apartment Parking Lot,-,-,1,"100 WINKLER DR,Houston, TX"
1472,01/30/2018,22,AutoTheft,13D10,Apartment Parking Lot,ST,-,1,"5600 CHAFFIN,Houston, TX"
1473,01/31/2018,6,Theft,13D10,Miscellaneous Business (Non-Specific),ST,-,1,"3100 GOLFCREST,Houston, TX"
1474,01/31/2018,19,Robbery,13D10,"Road, Street, or Sidewalk",-,-,1,"1700 PASADENA BLVD APT,Houston, TX"
1475,01/31/2018,23,Theft,13D10,Service or Gas Station,-,S,1,"7000 LOOP,Houston, TX"
1476,01/01/2018,6,Burglary,13D20,Residence or House,ST,-,1,"8700 BROADWAY,Houston, TX"
1477,01/01/2018,5,Burglary,13D20,Apartment,ST,-,1,"8500 BROADWAY ST,Houston, TX"
1478,01/01/2018,2,Burglary,13D20,Bus Station,ST,-,1,"8300 BROADWAY,Houston, TX"
1479,01/01/2018,22,Aggravated Assault,13D20,Apartment,-,-,1,"7300 KINGSWAY DR,Houston, TX"
1480,01/02/2018,7,Theft,13D20,Convenience Store,ST,-,1,"8200 BROADWAY,Houston, TX"
1481,01/02/2018,5,Burglary,13D20,Convenience Store,-,-,1,"700 LEAMINGTON STREET,Houston, TX"
1482,01/02/2018,12,Theft,13D20,Rental Storage Facility,-,-,1,"22100 NOBLES CROSSING,Houston, TX"
1483,01/02/2018,16,Burglary,13D20,Residence or House,ST,-,1,"8500 MEADVILLE ST,Houston, TX"
1484,01/03/2018,7,Robbery,13D20,Apartment Parking Lot,ST,-,1,"5200 COSBY,Houston, TX"
1485,01/03/2018,12,Theft,13D20,Specialty Store (Non-Specific),ST,-,1,"7900 BELLFORT,Houston, TX"
1486,01/03/2018,13,Robbery,13D20,Convenience Store,ST,-,1,"8200 BROADWAY,Houston, TX"
1487,01/03/2018,16,Theft,13D20,Specialty Store (Non-Specific),ST,-,1,"7900 BELLFORT,Houston, TX"
1488,01/03/2018,14,AutoTheft,13D20,"Hotel, Motel, Inn, Etc.",RD,-,1,"7900 MOSLEY RD,Houston, TX"
1489,01/03/2018,14,Robbery,13D20,Service or Gas Station,ST,-,1,"8200 BROADWAY ST,Houston, TX"
1490,01/03/2018,14,Theft,13D20,Apartment Parking Lot,-,-,1,"7600 GRAHAMCREST DR,Houston, TX"
1491,01/03/2018,19,Theft,13D20,Hotel or Motel Parking Lot,RD,-,1,"7300 WIXON,Houston, TX"
1492,01/04/2018,17,Theft,13D20,Other Parking Lot,ST,-,1,"6700 BELLFORT ST,Houston, TX"
1493,01/04/2018,15,Robbery,13D20,Drug Store or Medical Supply,RD,-,1,"6100 TELEPHONE,Houston, TX"
1494,01/04/2018,18,Theft,13D20,Specialty Store (Non-Specific),ST,-,1,"7900 BELLFORT,Houston, TX"
1495,01/05/2018,13,AutoTheft,13D20,Service or Gas Station,ST,-,1,"8800 BROADWAY ST,Houston, TX"
1496,01/05/2018,13,Robbery,13D20,Strip Business Center Parking Lot,DR,-,1,"9400 CLEARWOOD,Houston, TX"
1497,01/05/2018,17,Robbery,13D20,"Road, Street, or Sidewalk",-,-,1,"6900 THRUSH DRIVE,Houston, TX"
1498,01/05/2018,17,Robbery,13D20,"Road, Street, or Sidewalk",PKWY,W,1,"17400 GRAND S SUITE 565,Houston, TX"
1499,01/05/2018,18,Robbery,13D20,Driveway,-,-,1,"6700 EVANS,Houston, TX"
1500,01/06/2018,23,AutoTheft,13D20,Hotel or Motel Parking Lot,LN,-,1,"8300 GULFWOOD,Houston, TX"
1501,01/06/2018,17,Aggravated Assault,13D20,"Hotel, Motel, Inn, Etc.",FWY,-,1,"8900 GULF,Houston, TX"
1502,01/06/2018,12,Theft,13D20,Commercial Building,ST,-,1,"7900 BELLFORT,Houston, TX"
1503,01/06/2018,11,Aggravated Assault,13D20,Apartment,ST,-,1,"8700 BROADWAY ST,Houston, TX"
1504,01/06/2018,2,Theft,13D20,Restaurant or Cafeteria Parking Lot,-,-,1,"1200 AVE G,Houston, TX"
1505,01/07/2018,21,Robbery,13D20,Restaurant or Cafeteria,-,-,1,"3900 BROADWAY ST STE 100,Houston, TX"
1506,01/07/2018,16,Robbery,13D20,Apartment Parking Lot,ST,-,1,"8500 BROADWAY ST,Houston, TX"
1507,01/07/2018,9,AutoTheft,13D20,Apartment Parking Lot,-,-,1,"8100 LEONORA,Houston, TX"
1508,01/07/2018,9,AutoTheft,13D20,Apartment Parking Lot,ST,-,1,"8600 BROADWAY ST,Houston, TX"
1509,01/07/2018,13,Burglary,13D20,Apartment,-,-,1,"5400 MACKINAW STREET,Houston, TX"
1510,01/08/2018,2,Burglary,13D20,Service or Gas Station,BLVD,-,1,"7700 PARK PLACE,Houston, TX"
1511,01/08/2018,6,AutoTheft,13D20,Apartment Parking Lot,ST,-,1,"8800 GLENCREST ST,Houston, TX"
1512,01/08/2018,18,Theft,13D20,Grocery Store or Supermarket,-,-,1,"6800 CHERRYDALE,Houston, TX"
1513,01/08/2018,20,Robbery,13D20,Apartment Parking Lot,-,-,1,"5900 JASON ST.,Houston, TX"
1514,01/09/2018,9,Theft,13D20,Apartment Parking Lot,ST,-,1,"8600 BROADWAY ST,Houston, TX"
1515,01/09/2018,6,AutoTheft,13D20,Laundry or Dry Cleaners Parking Lot,ST,-,1,"7500 CAYTON ST,Houston, TX"
1516,01/09/2018,12,Robbery,13D20,Strip Business Center Parking Lot,RD,-,1,"5600 TELEPHONE RD,Houston, TX"
1517,01/09/2018,13,AutoTheft,13D20,Hotel or Motel Parking Lot,-,-,1,"9100 GULF FWY OB,Houston, TX"
1518,01/09/2018,12,Theft,13D20,"Road, Street, or Sidewalk",-,-,1,"8900 GULF FWY OB,Houston, TX"
1519,01/09/2018,15,Robbery,13D20,Miscellaneous Business (Non-Specific),ST,-,1,"8200 BROADWAY,Houston, TX"
1520,01/09/2018,17,Theft,13D20,Restaurant or Cafeteria Parking Lot,-,-,1,"8500 GULF FWY OB,Houston, TX"
1521,01/10/2018,11,Robbery,13D20,"Road, Street, or Sidewalk",LN,-,1,"13100 JAMES,Houston, TX"
1522,01/10/2018,11,Theft,13D20,Department or Discount Store,FWY,-,1,"8400 GULF,Houston, TX"
1523,01/10/2018,17,AutoTheft,13D20,Apartment Parking Lot,ST,-,1,"8700 BROADWAY ST,Houston, TX"
1524,01/10/2018,17,Burglary,13D20,Residence or House,ST,-,1,"6300 BELARBOR ST,Houston, TX"
1525,01/10/2018,19,AutoTheft,13D20,Apartment Parking Lot,ST,-,1,"8900 BROADWAY ST,Houston, TX"
1526,01/11/2018,9,Theft,13D20,"Road, Street, or Sidewalk",-,-,1,"8100 STONE,Houston, TX"
1527,01/12/2018,3,Burglary,13D20,Drug Store or Medical Supply,ST,-,1,"8300 BROADWAY,Houston, TX"
1528,01/12/2018,21,Burglary,13D20,Residence or House,RD,-,1,"5000 MALMEDY,Houston, TX"
1529,01/12/2018,18,AutoTheft,13D20,Apartment Parking Lot,ST,-,1,"7900 BELLFORT ST,Houston, TX"
1530,01/13/2018,9,Burglary,13D20,Residence or House,-,-,1,"6900 FLAMINGO DR,Houston, TX"
1531,01/13/2018,3,Aggravated Assault,13D20,Freeway Service Road,-,-,1,"7900 GULF FWY OB,Houston, TX"
1532,01/13/2018,23,Theft,13D20,Hotel or Motel Parking Lot,-,-,1,"300 EAST LAKE,Houston, TX"
1533,01/13/2018,13,AutoTheft,13D20,Apartment Parking Lot,ST,-,1,"8700 BROADWAY ST,Houston, TX"
1534,01/13/2018,13,Theft,13D20,Convenience Store,ST,-,1,"8200 BROADWAY,Houston, TX"
1535,01/13/2018,13,Theft,13D20,Residence or House,-,-,1,"7100 FLAMINGO DR,Houston, TX"
1536,01/13/2018,15,Robbery,13D20,"Road, Street, or Sidewalk",-,-,1,"8300 GLENLOCH DR,Houston, TX"
1537,01/13/2018,19,Theft,13D20,Hotel or Motel Parking Lot,ST,-,1,"600 HERMISTON,Houston, TX"
1538,01/13/2018,19,Theft,13D20,Hotel or Motel Parking Lot,ST,-,1,"10900 SAGECREST,Houston, TX"
1539,01/13/2018,20,Theft,13D20,Hotel or Motel Parking Lot,-,-,1,"8700 GULF FWY OB,Houston, TX"
1540,01/14/2018,7,Theft,13D20,Hotel or Motel Parking Lot,RD,-,1,"7900 MOSLEY RD,Houston, TX"
1541,01/14/2018,3,Theft,13D20,Apartment Parking Lot,-,-,1,"8100 LEONORA,Houston, TX"
1542,01/14/2018,15,Theft,13D20,Restaurant or Cafeteria Parking Lot,-,-,1,"8400 GULF FWY OB,Houston, TX"
1543,01/14/2018,17,Theft,13D20,Restaurant or Cafeteria Parking Lot,-,-,1,"8500 GULF FWY OB,Houston, TX"
1544,01/15/2018,14,Aggravated Assault,13D20,Apartment,-,-,1,"8100 STONE,Houston, TX"
1545,01/15/2018,18,Aggravated Assault,13D20,Apartment,-,-,1,"8400 BROADWAY ST APT,Houston, TX"
1546,01/15/2018,22,Burglary,13D20,Apartment,ST,-,1,"8700 BROADWAY ST,Houston, TX"
1547,01/15/2018,22,Robbery,13D20,Apartment,ST,-,1,"8800 GLENCREST ST,Houston, TX"
1548,01/16/2018,22,Aggravated Assault,13D20,Bar or Night Club,RD,-,1,"7900 MOSLEY RD,Houston, TX"
1549,01/16/2018,8,Robbery,13D20,Department or Discount Store,ST,-,1,"8200 BROADWAY,Houston, TX"
1550,01/16/2018,12,AutoTheft,13D20,"Road, Street, or Sidewalk",ST,-,1,"6100 LANCASTER ST,Houston, TX"
1551,01/16/2018,7,Burglary,13D20,Residence or House,DR,-,1,"1800 MANCHESTER CROSSING,Houston, TX"
1552,01/17/2018,23,AutoTheft,13D20,"Road, Street, or Sidewalk",-,-,1,"6600 FLAMINGO,Houston, TX"
1553,01/17/2018,16,Theft,13D20,Service or Gas Station,BLVD,-,1,"7900 PARK PLACE BLVD,Houston, TX"
1554,01/18/2018,7,Theft,13D20,Commercial Parking Lot or Garage,ST,-,1,"8500 BROADWAY ST,Houston, TX"
1555,01/18/2018,7,AutoTheft,13D20,Apartment Parking Lot,-,-,1,"7900 LEONORA,Houston, TX"
1556,01/18/2018,8,AutoTheft,13D20,"Road, Street, or Sidewalk",ST,-,1,"6800 WESTOVER ST,Houston, TX"
1557,01/18/2018,20,Theft,13D20,Clothing Store,ST,-,1,"8200 BROADWAY,Houston, TX"
1558,01/18/2018,21,Robbery,13D20,"Road, Street, or Sidewalk",ST,-,1,"7700 BELLFORT ST,Houston, TX"
1559,01/19/2018,18,AutoTheft,13D20,"Road, Street, or Sidewalk",-,-,1,"7300 KINGSWAY DR,Houston, TX"
1560,01/19/2018,17,Robbery,13D20,Convenience Store,ST,-,1,"8200 BROADWAY,Houston, TX"
1561,01/19/2018,22,AutoTheft,13D20,Residence or House,ST,-,1,"8500 CAYTON ST,Houston, TX"
1562,01/19/2018,13,Theft,13D20,Commercial Building,ST,-,1,"7900 BELLFORT,Houston, TX"
1563,01/19/2018,12,Burglary,13D20,Rental Storage Facility,-,-,1,"9300 GULF FWY OB,Houston, TX"
1564,01/19/2018,10,Robbery,13D20,Convenience Store,ST,-,1,"7000 BELLFORT,Houston, TX"
1565,01/19/2018,10,Theft,13D20,Other Parking Lot,BLVD,-,1,"7700 AIRPORT BLVD,Houston, TX"
1566,01/19/2018,16,Theft,13D20,Commercial Building,ST,-,1,"7900 BELLFORT,Houston, TX"
1567,01/20/2018,6,AutoTheft,13D20,Service or Gas Station,RD,-,1,"6700 TELEPHONE RD,Houston, TX"
1568,01/20/2018,6,Burglary,13D20,Restaurant or Cafeteria,ST,-,1,"8300 BROADWAY,Houston, TX"
1569,01/20/2018,17,Theft,13D20,"Other, Unknown, or Not Listed",ST,-,1,"8500 GLENCREST ST,Houston, TX"
1570,01/20/2018,22,Aggravated Assault,13D20,Apartment Parking Lot,-,-,1,"6000 HOGUE,Houston, TX"
1571,01/20/2018,11,Burglary,13D20,Apartment,ST,-,1,"7900 BELLFORT ST,Houston, TX"
1572,01/21/2018,2,Rape,13D20,Apartment,-,-,1,"7500 OFFICE CITY DR APT 708,Houston, TX"
1573,01/21/2018,12,Theft,13D20,"Laundry, Dry Cleaners, Washaterias",ST,-,1,"7700 BELLFORT ST,Houston, TX"
